"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2019-08-12T19:20:57+00:00","114-7302684-7934636","CA-0365","B07KP82KDP","X001YCYCYJ","DasMarine 3500 GPH 12v Boat Marine Plumbing Electric Bilge Pump 1 1/2""(40MM) Outlet 14 AMP 16 AMP Fuse","1","LEX2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR752632234","no es ompatible"
"2019-08-12T18:42:18+00:00","113-1255847-0501828","YI-0335-BK04","B07Q42BWHL","X0023MMO9T","DasMarine (Set of 4 Black Recessed Plastic Cup Drink Can Holder with Drain for Boat Truck Car and More (Black, 4 Pack)","1","LEX2","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRR745844267",
"2019-08-12T17:34:41+00:00","114-4171647-3260226","JK-0190","B07CKBGP18","X001RELM0B","Homend Adjustable Dog Wheelchair (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leas","1","LEX1","CARRIER_DAMAGED","ORDERED_WRONG_ITEM","Reimbursed","LPNRR754682886",
"2019-08-12T16:21:15+00:00","701-6712762-8281068","AB-0296F1","B07L8ZXDXQ","X001ZAGJ1J","Homend Laminate Wood Flooring Installation Kit with Tapping Block, Pull Bar, Mallet and Spacers (With 30 Spacers)","1","YVR3","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNN262502872",
"2019-08-12T15:37:53+00:00","702-3565565-9839454","AI-0005B6","B07FJ79Q1Q","X001TT7GC7","DasMarine 304 Stainless Steel Screw and Nut 520 Pcs, M3 M4 M5 M6 Hex Socket Head Cap Screws Assortment Set Kit (520 PCS (M3 M4 M5 M6))","1","YYZ1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNN268833900",
"2019-08-12T15:28:48+00:00","114-6289297-0830636","AB-0500","B07DVTQ41S","X001TCVPAD","Homend 20g Ozone Generator Living Air Purifiers Ozone Disinfection Machine with Fan","1","LEX2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR727943862","Only 1 of the 2 generators is works"
"2019-08-12T14:45:36+00:00","701-2058712-6061067","JL-0028F2","B07GS33XYJ","X001VE1L5D","Homend 24 Slot PU Leather Watch Box/Watch Case/Jewelry Display Storage Organizer Box with Key&Lock, Glass Top","1","YYZ1","DEFECTIVE","DAMAGED_BY_FC","Unit returned to inventory","LPNN202268551","Top plastic cover is broken"
"2019-08-12T14:17:40+00:00","114-8639476-1557058","JK-0190","B07CKBGP18","X001RELM0B","Homend Adjustable Dog Wheelchair (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leas","1","LAS2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR748073380",
"2019-08-12T13:41:56+00:00","702-0533938-7480206","SA-0022F2","B07HT26BY3","X001WMOGLZ","Homend 3/4"" NPT AC110V Brass Electric Solenoid Valve Normally Closed Water Oil Air Gas Two-Position Two-Way Solenoid Valve (3/4"" Brass)","1","YYC1","SELLABLE","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNN274712956",
"2019-08-12T13:13:01+00:00","111-1792803-9875424","JJ-0274B","B07MZ58NRY","X0020XYBZ1","Homend 36 inch LED Hula Hoop 28 Color Strobing and Changing LED Lights, Hoola Hoops for Adults and Kids","1","IND8","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNN282172309","cover keeps sliding off."
"2019-08-12T13:06:09+00:00","113-1539841-5433047","JK-0282","B07L4S4G2R","X001Z5WZ49","Homend Adjustable Dog Wheelchair (XXS), Weight 4.4 to 11lbs, Hip Height:6""-9"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leash (XX","1","IND8","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNN264399514","Says it fits small dogs, bought XXS for our small chihuahua and it’s still too big for him."
"2019-08-12T11:40:11+00:00","111-3597175-7072221","DA-0016","B07PX11K6T","X0023KPRIL","Homend Furniture Legs, 6inch Height Modern Furniture Sofa Legs Metal Chrome Polished Table Cabinet Cupboard Feet DIY Replacement Parts, Black, Set of","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR754765881",
"2019-08-12T02:50:17+00:00","111-8214544-6445830","SA-0030","B07KHP982F","X001YDX415","DasMarine Pipe Cone Flaring Tool kit 6 Dies Sizes 1/4'' to 3/4'' 45 Degree Angle Eccentric Cone Type Sets for Water Gas Refrigeration Brake Line Appli","1","LAS2","CUSTOMER_DAMAGED","DAMAGED_BY_FC","Unit returned to inventory","LPNRR748479972",
"2019-08-11T22:46:13+00:00","113-8256762-5271427","DS-0154","B07MSB5JXZ","X0020AJLH7","Homend Universal Garage Door Threshold Seal DIY Weather Stripping 11/16 inch Thick 16 Feet Length","1","TUS1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPM046442220",
"2019-08-11T22:39:49+00:00","111-5243808-1701857","SA-0030","B07KHP982F","X001YDX415","DasMarine Pipe Cone Flaring Tool kit 6 Dies Sizes 1/4'' to 3/4'' 45 Degree Angle Eccentric Cone Type Sets for Water Gas Refrigeration Brake Line Appli","1","LAS2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR748346881",
"2019-08-11T21:09:52+00:00","114-0031230-3743400","RA-0008","B07CTJXQM7","X001RRJ3EP","Homend Universal Grill Electric Replacement Rotisserie Motor 120 volt 4 Watt On/Off Switch, Black","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR754840019",
"2019-08-11T20:08:22+00:00","114-8271132-7034607","LU-0011-BU-A","B07QSTQDDT","X0024A863X","DasMarine 12V 1/2'' NPT Underwater 9 LED Drain Plug Light M12 x 1.5 Stainless Steel Marine Underwater Blue LED Light Boat","1","LEX2","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR745843363",
"2019-08-11T18:31:44+00:00","111-7719154-9689856","JL-028-6","B019JSKNVO","X001TW7TSF","9milelake Watch Box 24 Slots Men Black PU Leather Display Clear Top Jewelry Case Organizer","1","LAS2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR748316769",
"2019-08-11T17:55:43+00:00","701-5483900-4174612","DS-0077B6","B07G4CFTCZ","X001UOCADL","Homend Sponge Neoprene With Adhesive Foam Rubber Sheet 1/2"" Thick X 12"" Wide X 54"" Long, Cut to multiple dimensions and lengths - DIY, Gaskets, Cospla","1","YYZ1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNN265836310",
"2019-08-11T17:23:44+00:00","114-6392924-1813021","JL-0243L","B07F3ZZCXV","X001TOQNQH","Homend Margarita Salt Rimmer Bar Quality Rimmer 3-Tier Rotating Trays Salt Sugar Lime Juice Bar Rimmer Great for Margaritas & Cocktails","1","LEX2","DEFECTIVE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRR800649652","B07F3ZZCXV:item does not met cx expectations"
"2019-08-11T17:23:44+00:00","114-2169569-3021817","JL-0243L","B07F3ZZCXV","X001TOQNQH","Homend Margarita Salt Rimmer Bar Quality Rimmer 3-Tier Rotating Trays Salt Sugar Lime Juice Bar Rimmer Great for Margaritas & Cocktails","1","LEX2","DEFECTIVE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRR800649651","B07F3ZZCXV:item does not meet cx expectations B016YM64JI: B01J02223G:"
"2019-08-11T15:42:25+00:00","111-3272693-5681828","JL-028-6","B019JSKNVO","X001TW7TSF","9milelake Watch Box 24 Slots Men Black PU Leather Display Clear Top Jewelry Case Organizer","1","LAS2","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRR748464033",
"2019-08-11T15:13:50+00:00","111-6553458-9665835","LU-0041","B07PFDBXBL","X0022UYOIL","DasMarine 4 Step Ladder 316 Stainless Steel Telescoping Ladder, 900 Pound Capacity for Marine Yacht/Swimming Pool with Retaining Strap (4 Step Ladder)","1","LAS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRR731128044","This will not fit my applications like I thought it would."
"2019-08-11T15:08:50+00:00","701-9725199-7127433","JK-0190B6","B07G442Q91","X001UNO9Q3","Homend Adjustable Dog Wheelchair, 5 Sizes for Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leash (XS)","1","YYZ1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNN268832584",
"2019-08-11T15:00:03+00:00","111-2091590-2172265","DS-0107-02","B07MHGCH2V","X0020C49OZ","DasMarine 2 Pack M50 Lifting Double Pulley Block 304 Stainless Steel Crane Swivel Hook Double Pulley Roller Loading (M50 Double Pulley; 2 Pack)","1","LEX2","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRR800582800",
"2019-08-11T10:59:22+00:00","114-1613675-3242616","JL-028-6","B019JSKNVO","X001TW7TSF","9milelake Watch Box 24 Slots Men Black PU Leather Display Clear Top Jewelry Case Organizer","1","IND8","DEFECTIVE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNN282139044","the watch box the screen there's a scratch"
"2019-08-11T06:02:57+00:00","112-2353171-3903468","CA-0365","B07KP82KDP","X001YCYCYJ","DasMarine 3500 GPH 12v Boat Marine Plumbing Electric Bilge Pump 1 1/2""(40MM) Outlet 14 AMP 16 AMP Fuse","1","LEX1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR749827441",
"2019-08-11T06:02:28+00:00","113-5849651-6912221","JL-028-6","B019JSKNVO","X001TW7TSF","9milelake Watch Box 24 Slots Men Black PU Leather Display Clear Top Jewelry Case Organizer","1","LEX2","DEFECTIVE","SWITCHEROO","Unit returned to inventory","LPNRR800600581","I ordered a 24 watch case. The item sent was only for 12 watches."
"2019-08-11T05:08:03+00:00","114-5477637-6571407","AB-0296","B07L53VM8P","X001Z3JDEV","Homend Laminate Wood Flooring Installation Kit with Tapping Block, Pull Bar, Mallet and 30 Spacers","1","LAS2","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNRR748116392",
"2019-08-10T23:57:12+00:00","114-6733863-0589861","CG-0027","B07R3HZ2TZ","X0024N11WN","Homend Aluminum Foil Tape Multi-Purpose Aluminum Tape, 8 inch x 65 feet Heavy Duty Repair Foil Tape for Ducts, Insulation and More Single Roll","1","LAS2","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNRR748387228",
"2019-08-10T21:06:20+00:00","113-9221009-8548244","YI-0335-WT10","B07GZHDG6S","X001VG3I57","DasMarine (Set of 10 White Recessed Plastic Cup Drink Can Holder with Drain for Boat Truck Car and More (White, 10 Pack)","1","LEX2","SELLABLE","EXTRA_ITEM","Unit returned to inventory","LPNRR745862571",
"2019-08-10T20:07:54+00:00","701-5464620-7932226","SH-0293F2","B07GXK9BNJ","X001VFXZXD","Homend Liquor Decanter Tags, Deluxe Set of Liquor Tags for Bottles or Decanters, Set of Eight with Adjustable Chain Features - Whiskey, Bourbon, Scotc","1","YYZ1","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNN264520831",
"2019-08-10T16:32:53+00:00","702-0410123-6809059","DS-0172F2","B07MQ15XX8","X00202LV8H","Homend Red Cedar Shoe Shine Shoe Care Shine Box with Foot Rest for All Your Shoe Care Supplies (Shoe Care Products are not Included)","1","YYZ1","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNN270332644","the lid is broken on both sides, I love the item and would like a replacement"
"2019-08-10T14:36:58+00:00","702-1232011-5976236","DS-0073F2","B07JJXLM23","X001XAITI7","Homend Sponge Neoprene With Adhesive Foam Rubber Sheet 1/8"" Thick X 12"" Wide X 48"" Long, Cut to multiple dimensions and lengths - DIY, Gaskets, Cospla","1","YYZ1","SELLABLE","NOT_COMPATIBLE","Unit returned to inventory","LPNN270334617",
"2019-08-10T06:10:29+00:00","114-3154119-7581023","GR-0120","B07M6Z8VGY","X0020CIFE5","Homend Barn Door Floor Guide Stay Roller, Fully Adjustable Black Powder Coated with 8 Different Setups, Flush with Floor Wall Mount Bracket, Perfect F","1","IND8","DEFECTIVE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNN264391183","door opening dimensions incorrect"
"2019-08-10T04:21:43+00:00","114-8149455-9690607","JL-0243","B01L6F744M","X001TODICJ","Yaekoo Bartender Tool Cocktail Margarita Glass Rimmer 3 Tier Sugar Salt Rim Lime","1","LEX1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRR750243069",
"2019-08-10T01:35:31+00:00","113-3196348-2897858","YI-0384","B07GRQ257T","X001VDVU37","DasMarine 3 Step Ladder Under Platform Sliding Ladder Stainless Steel 316 Spring Loaded Latch with a Carry Handle (3 Step Ladder)","1","IND8","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNN261412196","The tube bent and will not fill close."
"2019-08-09T23:51:29+00:00","111-4395816-0661008","CG-0027","B07R3HZ2TZ","X0024N11WN","Homend Aluminum Foil Tape Multi-Purpose Aluminum Tape, 8 inch x 65 feet Heavy Duty Repair Foil Tape for Ducts, Insulation and More Single Roll","1","LEX1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRR749851415",
"2019-08-09T23:08:34+00:00","114-1183786-5392239","AB-0296","B07L53VM8P","X001Z3JDEV","Homend Laminate Wood Flooring Installation Kit with Tapping Block, Pull Bar, Mallet and 30 Spacers","1","LEX2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR745632927",
"2019-08-09T22:58:25+00:00","113-2965379-0318660","DS-0081-04","B07FLTHZ1Y","X001U4T7Q9","Homend Plastic Sofa Legs, 4 Pack Sofa Legs Replacement Furniture Sofa Legs with Mounting Plates Screws Chair/Couch/Loveseat/Cabinet M8 Thread (Metric","1","IND8","DEFECTIVE","MISSING_PARTS","Unit returned to inventory","LPNN258373349","I received 3 legs and ordered 4. The bag was open in a fully sealed box when it arrived at my house."
"2019-08-09T22:46:49+00:00","112-4071986-8197862","JK-0120A","B07D2CQWWV","X001S5W8RF","Homend Stainless Steel Wall Mount Stair Handrail Brackets w/Base Flange Cover for Wood or Metal Round Top Railing, Satin Finish, 5-Pack (for Round Tub","1","LEX2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR800606183",
"2019-08-09T22:46:49+00:00","112-4071986-8197862","JK-0120A","B07D2CQWWV","X001S5W8RF","Homend Stainless Steel Wall Mount Stair Handrail Brackets w/Base Flange Cover for Wood or Metal Round Top Railing, Satin Finish, 5-Pack (for Round Tub","1","LEX2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRR800606184",
"2019-08-09T20:30:58+00:00","111-0884201-9732230","DS-0244","B07RQCHFGR","X0026KWNDF","Homend 12"" Hand Held Crimp Sealer 10mm Seal Width Crimp Heat Sealer Temperature Control 0-300&#x2103; Portable Hand Sealer for Sealing Aluminum Foil K","1","LAS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRR747432602","Bought wrong and item hasn’t been open."
"2019-08-09T19:56:18+00:00","111-3525684-8678601","YI-0369A","B07QGBCJWV","X0023S5AS5","DasMarine 20"" Anodized Aluminum Mounting Track for Rod Holders, Downriggers and Other Components for Trolling Fishing (20 Inch. Length)","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR749851214",
"2019-08-09T19:56:18+00:00","111-3525684-8678601","YI-0369A","B07QGBCJWV","X0023S5AS5","DasMarine 20"" Anodized Aluminum Mounting Track for Rod Holders, Downriggers and Other Components for Trolling Fishing (20 Inch. Length)","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR749851215",
"2019-08-09T19:31:09+00:00","111-2355379-4946668","LU-0038","B07N1B2533","X0020Y1IWT","Homend Upgraded Automatic Waterer Bowl Farm Grade Stainless Stock Waterer Horse Cattle Goat Sheep Dog Water (with Drainage Hole)","1","LEX2","CARRIER_DAMAGED","UNDELIVERABLE_UNKNOWN","Reimbursed","LPNRR745343857",
"2019-08-09T17:39:43+00:00","112-5068173-8087455","CA-0364","B07KP791D2","X001YIFJBN","DasMarine 3000 GPH 12v Boat Marine Plumbing Electric Bilge Pump 1 1/2""(40MM) Outlet 12 AMP 15 AMP Fuse","1","LEX1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR750134121",
"2019-08-09T17:39:24+00:00","111-8982701-5882656","SA-0068","B07RYLZQQY","X0026IP7SF","Homend DC 12V 16 Inch Stroke Linear Actuator with Mounting Bracket 400MM 6000N/1320LB Maximum Load for Recliner TV Table Lift Massage Bed Electric Sof","1","TUS1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPM038214315",
"2019-08-09T17:39:24+00:00","111-8982701-5882656","SA-0068","B07RYLZQQY","X0026IP7SF","Homend DC 12V 16 Inch Stroke Linear Actuator with Mounting Bracket 400MM 6000N/1320LB Maximum Load for Recliner TV Table Lift Massage Bed Electric Sof","1","TUS1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPM038214316",
"2019-08-09T17:12:27+00:00","701-6981902-1085831","JL-0243B6","B07F7ZXWPP","X001TT0EPX","Homend 3-Tier Margarita Salt Rimmer Bar Quality Rimmer Rotating Trays Salt Sugar Lime Juice Bar Rimmer Great for Margaritas & Cocktails","1","YYZ1","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNN267335681","The last tray does not open. Seems glued in place."
"2019-08-09T17:06:57+00:00","114-8026385-0465039","JK-0367","B07PZB1CV3","X0023LB94L","Homend Adjustable Dog Wheelchair Four Wheels (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spin","1","LAS2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR731704980","Item described to work for cat but too big for cat to be able to use"
"2019-08-09T16:53:38+00:00","114-2904480-4501026","JL-0027B","B07HFRP46X","X001W82SP5","Homend 20 Slots Vintage Style Watch/Jewelry Display Storage Box Case Drawer Organizer Showcase, Glass Top for Easy Viewing with Lock & Key (20 Grid) B","1","LAS2","CUSTOMER_DAMAGED","DAMAGED_BY_FC","Unit returned to inventory","LPNRR746269589",
"2019-08-09T16:53:11+00:00","114-2947431-3033816","DS-0144","B07JY7YY5G","X001XQIK85","Homend Garage Door Seal Bottom Rubber Weatherproofing Threshold Buffering Replacement Black (3/8 Inch T-End,16FT Long)","1","LAS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR747833805",
"2019-08-09T15:56:30+00:00","702-3613683-2547438","JL-0243B6","B07F7ZXWPP","X001TT0EPX","Homend 3-Tier Margarita Salt Rimmer Bar Quality Rimmer Rotating Trays Salt Sugar Lime Juice Bar Rimmer Great for Margaritas & Cocktails","1","YYZ1","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNN265839009","the bottom tray will not spin out as it should, so it can't be used. Have contacted seller and they offered a discount or asked me to return or exchange. I'm going to order another one later."
"2019-08-09T13:54:08+00:00","114-2614675-9089067","SA-0063","B07S3V8YS2","X0026IP84D","Homend DC 12V 6 Inch Stroke Linear Actuator with Mounting Bracket 150MM 6000N/1320LB Maximum Load for Recliner TV Table Lift Massage Bed Electric Sofa","1","LEX1","CUSTOMER_DAMAGED","MISSING_PARTS","Unit returned to inventory","LPNRR754691653",
"2019-08-09T13:20:36+00:00","112-1013135-4301013","CA-0357","B07DCQDD4K","X001SLRDPL","DasMarine12V 750GPH Multi Port Marine Boat Shower Sump Pump Drain Kit System","1","LEX2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR800572389",
"2019-08-09T12:14:17+00:00","113-6202553-9345047","JK-0190","B07CKBGP18","X001RELM0B","Homend Adjustable Dog Wheelchair (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leas","1","LEX1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR749570684",
"2019-08-09T06:31:47+00:00","112-4977679-6640242","JK-0190","B07CKBGP18","X001RELM0B","Homend Adjustable Dog Wheelchair (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leas","1","LAS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR761775444",
"2019-08-09T04:46:01+00:00","113-2110859-8249011","JL-0027B","B07HFRP46X","X001W82SP5","Homend 20 Slots Vintage Style Watch/Jewelry Display Storage Box Case Drawer Organizer Showcase, Glass Top for Easy Viewing with Lock & Key (20 Grid) B","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRR749886238",
"2019-08-09T04:21:03+00:00","111-2909436-4215445","YI-0335-BK04","B07Q42BWHL","X0023MMO9T","DasMarine (Set of 4 Black Recessed Plastic Cup Drink Can Holder with Drain for Boat Truck Car and More (Black, 4 Pack)","1","LAS2","CUSTOMER_DAMAGED","PART_NOT_COMPATIBLE","Unit returned to inventory","LPNRR747564532",
"2019-08-09T04:12:05+00:00","112-0797941-0338653","JK-0190","B07CKBGP18","X001RELM0B","Homend Adjustable Dog Wheelchair (XS), Weight 8.8 to 22 lbs, Hip Height:7.9""-13.4"", Hind Legs Rehabilitation, Free Belly Band Protect Spine, Free Leas","1","LEX1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRR749833859",
"2019-08-09T03:50:20+00:00","112-1485533-6605808","JK-0320","B07N18Y3Z6","X0020XWAS1","Homend 4+6 Automatic Watch Winder Carbon Fiber Jewelry Storage Case Watches Display Box","1","CVG2","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRR777135938",
"2019-08-09T01:43:34+00:00","114-0864124-2124251","JJ-0382WH","B07QVCXWXF","X0024J8EMH","Homend 110V Electric Motorized Rotating Turntable Display Stand with LED, 10inch/25cm Diameter 44lb Load, 360 Degree Rotating in Either Direction, for","1","LEX2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR800527015","both lights on turn table do not work"
"2019-08-09T01:43:34+00:00","114-0864124-2124251","JJ-0382WH","B07QVCXWXF","X0024J8EMH","Homend 110V Electric Motorized Rotating Turntable Display Stand with LED, 10inch/25cm Diameter 44lb Load, 360 Degree Rotating in Either Direction, for","1","LEX2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR800527013","both lights on turn table do not work"
"2019-08-08T23:41:35+00:00","111-8082153-8996245","SH-0294","B07GWF4YX2","X001VKYUQJ","Homend Liquor Decanter Tags, Deluxe Set of Liquor Tags for Bottles or Decanters, Set of Eight With Adjustable Chain Features - Whiskey, Bourbon, Scotc","1","LEX2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR750859246",
"2019-08-08T23:19:01+00:00","113-7721539-7081837","DS-0209","B07QG3LJM8","X00241J7QH","Homend 20FT Universal Garage Door Threshold Seal DIY Weather Stripping 1/2 inch Thick 20 Feet Length","1","LAS2","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRR747723007",
"2019-08-08T22:19:31+00:00","112-1778065-3425020","DS-0125-40","B07KTQYB8Y","X001YRJGG3","Homend 40pack Stainless Steel Kitchen Cabinet Handles T Bar Pull; Kitchen Cabinet Hardware, Dresser Drawer Handles (8"" Overall Length; Hole Centers:5i","1","LEX1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR750219318","Holes are not 5"" on center; they are 6.25""."
"2019-08-08T22:16:17+00:00","111-1832954-3900234","LU-0041","B07PFDBXBL","X0022UYOIL","DasMarine 4 Step Ladder 316 Stainless Steel Telescoping Ladder, 900 Pound Capacity for Marine Yacht/Swimming Pool with Retaining Strap (4 Step Ladder)","1","LEX1","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR749495155","Item was mounted to boat deck per hardware included.  Young male getting off the boat into water.  Screws came loose and ladder hit him in head causing him and ladder to submerge into the lake."
"2019-08-08T19:32:40+00:00","701-2158446-9941859","JL-0028F2","B07GS33XYJ","X001VE1L5D","Homend 24 Slot PU Leather Watch Box/Watch Case/Jewelry Display Storage Organizer Box with Key&Lock, Glass Top","1","YYZ1","CARRIER_DAMAGED","DAMAGED_BY_CARRIER","Reimbursed","LPNN276081258",
"2019-08-08T18:50:39+00:00","NS-605-7631477","DS-0021","B07CP644DT","X001RJEI7P","Homend Seed Sprouter Tray, 5 Pack Seed Germination Tray BPA Free Nursery Tray for Seedling Planting Great for for Garden Home Office","1","LEX2","SELLABLE","UNDELIVERABLE_INSUFFICIENT_ADDRESS","Unit returned to inventory","LPNRR800675503",
"2019-08-08T16:19:15+00:00","114-0640831-7413819","JL-0027B","B07HFRP46X","X001W82SP5","Homend 20 Slots Vintage Style Watch/Jewelry Display Storage Box Case Drawer Organizer Showcase, Glass Top for Easy Viewing with Lock & Key (20 Grid) B","1","IND8","CUSTOMER_DAMAGED","UNAUTHORIZED_PURCHASE","Unit returned to inventory","LPNN276022982",
"2019-08-08T15:40:49+00:00","113-7256017-7668215","AB-0600","B07MT4QLD8","X0020LEHR5","Homend High Speed 500g Electric Grain Mill Grinder Powder Machine Spice Herb Grinder 2500W 70-300 Mesh 36000RPM Stainless Steel Commercial Grade for K","1","LAS2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRR747996971","Over heated try to powder dry licorice root!  And it left big pieces in the container even after 5 minutes of grinding."
"2019-08-08T15:39:03+00:00","701-5944199-2103429","CA-0275F2","B07HTGZ2DB","X001WPP6Q1","DasMarine 12V Automatic Submersible Boat Bilge Water Pump 760GPH Built-in Auto Float Switch (760GPH)","1","YYZ1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNN261522761",
"2019-08-08T15:23:30+00:00","702-3984688-1081056","DS-0111BF2","B07Q2YSCT4","X0023MGR7J","Homend 1500W Electric Countertop Griddle BBQ, Flat Top Commercial Stainless Steel Adjustable Temp Control Restaurant Grill","1","YYZ1","DEFECTIVE","DAMAGED_BY_FC","Unit returned to inventory","LPNRR448768232","There is a yellow grease all along the side of the machine."
"2019-08-08T14:51:09+00:00","112-7834657-0045063","DS-0145","B07JY831NJ","X001XQUSD5","Homend Garage Door Seal Bottom Rubber Weatherproofing Threshold Buffering Replacement Black (3/8 Inch T-End, 20FT Long)","1","LAS2","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRR747229000","T-end is too wide"
"2019-08-08T14:30:22+00:00","111-8038953-4857001","DS-0164-04","B07M7C5CRK","X00202L77H","Homend 4 Pack Plastic Sofa Legs, Sofa Legs Replacement Furniture Sofa Legs with Mounting Plates Screws Chair/Couch/Loveseat/Cabinet M8 Thread (Metric","1","LAS2","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNRR747992736",
"2019-08-08T12:20:18+00:00","701-0561473-0520237","DS-0141F2","B07KPYZCFC","X001YJHITX","Homend Garage Door Seal Bottom Rubber Weatherproofing Threshold Buffering Replacement Black (1/4 Inch T-End,16FT Long (5m))","1","YYZ1","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNN273337686",
